Nom;Reference;Categorie;Prix;Prix promo;Stock;Description;Couleur;Dimensions;Image
Bosch 2608628376 — قطر الساق 8 مم — قطر القطع 3 مم — طول القطع الفعال 8 مم;BOSCH-2608628376;BOSCH;22.500;;1;"<div class=""ck-content""><p>Fraise droite Bosch 2608628376 — قطر الساق 8 مم — قطر القطع 3 مم — طول القطع الفعال 8 مم</p><p>&nbsp;</p><p>Cette fraise droite Bosch PRO / Standard for Wood à une dent en carbure HM/TC est conçue pour réaliser de petites rainures, fentes et assemblages propres dans le bois et les matériaux dérivés du bois.</p><p>&nbsp;</p><p>CARACTÉRISTIQUES TECHNIQUES</p><p>&nbsp;</p><p>• Référence : 2 608 628 376 / 2608628376</p><p>• Type : fraise droite / fraise à rainurer à une dent</p><p>• Diamètre de queue S : 8 mm</p><p>• Diamètre de coupe D : 3 mm</p><p>• Longueur de coupe effective I : 8 mm</p><p>• Longueur totale G : 51 mm</p><p>• Roulement de guidage : sans roulement</p><p>• Conditionnement : 1 pièce</p><p>&nbsp;</p><p>UTILISATIONS</p><p>&nbsp;</p><p>Petites rainures, fentes, feuillures et assemblages dans le bois tendre, le bois dur et les panneaux dérivés du bois. Utiliser avec une défonceuse compatible avec une queue de 8 mm et respecter les réglages ainsi que les consignes de sécurité de la machine.</p><p>&nbsp;</p><p>فريزة مستقيمة Bosch 2608628376 — قطر الساق 8 مم — قطر القطع 3 مم — طول القطع الفعال 8 مم</p><p>&nbsp;</p><p>فريزة Bosch مستقيمة ذات سن واحد من كربيد HM/TC، مخصصة لإنجاز الأخاديد والفتحات الصغيرة والوصلات بدقة في الخشب والمواد الخشبية المشتقة.</p><p>&nbsp;</p><p>المواصفات التقنية</p><p>&nbsp;</p><p>• المرجع: 2 608 628 376 / 2608628376</p><p>• النوع: فريزة مستقيمة / فريزة أخاديد ذات سن واحد</p><p>• قطر الساق S: 8 مم</p><p>• قطر القطع D: 3 مم</p><p>• طول القطع الفعال I: 8 مم</p><p>• الطول الإجمالي G: 51 مم</p><p>• محمل التوجيه: بدون محمل</p><p>• التغليف: قطعة واحدة</p><p>&nbsp;</p><p>الاستخدامات</p><p>&nbsp;</p><p>إنجاز الأخاديد والفتحات الصغيرة والوصلات في الخشب اللين والخشب الصلب والألواح الخشبية المشتقة. تستعمل مع جهاز تفريز متوافق مع ساق 8 مم، مع احترام إعدادات الآلة وتعليمات السلامة.</p></div>";;;https://cdn.converty.shop/images/7d8ff82efc77d4ef49db57f0fc7a1b157067b2074a812fe5b8383dde6816013f_lg.webp
Bosch 2608628441 — قطر الساق 6 مم — قطر القطع 8 مم — طول القطع الفعال 19,6 مم;BOSCH-2608628441;BOSCH;24.000;;1;"<div class=""ck-content""><p>Fraise droite Bosch 2608628441 — قطر الساق 6 مم — قطر القطع 8 مم — طول القطع الفعال 19,6 مم</p><p>&nbsp;</p><p>Cette fraise droite Bosch Standard for Wood à deux dents en carbure HM/TC est conçue pour réaliser des rainures, fentes, demi-rainures et assemblages propres dans le bois tendre, le bois dur et les panneaux dérivés du bois.</p><p>&nbsp;</p><p>CARACTÉRISTIQUES TECHNIQUES</p><p>&nbsp;</p><p>• Référence : 2 608 628 441 / 2608628441</p><p>• Type : fraise droite / fraise à rainurer à deux dents</p><p>• Diamètre de queue S : 6 mm</p><p>• Diamètre de coupe D : 8 mm</p><p>• Longueur de coupe effective I : 19,6 mm</p><p>• Longueur totale G : 51 mm</p><p>• Roulement de guidage : sans roulement</p><p>• Conditionnement : 1 pièce</p><p>&nbsp;</p><p>UTILISATIONS</p><p>&nbsp;</p><p>Rainurage, petites fentes, demi-rainures et assemblages dans le bois tendre, le bois dur et les matériaux dérivés du bois. Utiliser avec une défonceuse compatible avec une queue de 6 mm et respecter les réglages ainsi que les consignes de sécurité de la machine.</p><p>&nbsp;</p><p>فريزة مستقيمة Bosch 2608628441 — قطر الساق 6 مم — قطر القطع 8 مم — طول القطع الفعال 19.6 مم</p><p>&nbsp;</p><p>فريزة Bosch مستقيمة ذات حدّين من كربيد HM/TC، مخصصة لإنجاز الأخاديد والفتحات الصغيرة والأخاديد النصفية والوصلات بدقة في الخشب اللين والخشب الصلب والألواح والمواد الخشبية المشتقة.</p><p>&nbsp;</p><p>المواصفات التقنية</p><p>&nbsp;</p><p>• المرجع: 2 608 628 441 / 2608628441</p><p>• النوع: فريزة مستقيمة / فريزة أخاديد ذات حدّين</p><p>• قطر الساق S: 6 مم</p><p>• قطر القطع D: 8 مم</p><p>• طول القطع الفعال I: 19.6 مم</p><p>• الطول الإجمالي G: 51 مم</p><p>• محمل التوجيه: بدون محمل</p><p>• التغليف: قطعة واحدة</p><p>&nbsp;</p><p>الاستخدامات</p><p>&nbsp;</p><p>إنجاز الأخاديد والفتحات الصغيرة والأخاديد النصفية والوصلات في الخشب اللين والخشب الصلب والمواد الخشبية المشتقة. تستعمل مع جهاز تفريز متوافق مع ساق 6 مم، مع احترام إعدادات الآلة وتعليمات السلامة.</p></div>";;;https://cdn.converty.shop/images/d3cef738b7076243967ba32f8ab09e7a45a2df6818bf6f585c52220f5700f5ed_lg.webp
Fraise droite Bosch 2608628378 — 5 mm — Queue 8 mm;BOSCH-2608628378;BOSCH;22.000;;1;"<div class=""ck-content""><p>Fraise droite Bosch 2608628378 — 5 mm — queue 8 mm</p><p>&nbsp;</p><p>Fraise Bosch à une dent en carbure HM/TC, conçue pour réaliser des petites rainures, fentes et feuillures propres dans le bois et les matériaux dérivés. Elle convient aux défonceuses portatives, sous table et aux machines CNC équipées d’une queue cylindrique de 8 mm.</p><p>&nbsp;</p><p>CARACTÉRISTIQUES TECHNIQUES</p><p>• Référence : 2 608 628 378 / 2608628378</p><p>• Type : fraise droite à une dent</p><p>• Diamètre de coupe D : 5 mm</p><p>• Longueur utile I : 12,7 mm</p><p>• Longueur totale G : 51 mm</p><p>• Diamètre de queue S : 8 mm</p><p>• Roulement de guidage : sans roulement</p><p>• Conditionnement : 1 pièce</p><p>&nbsp;</p><p>UTILISATIONS</p><p>Rainurage de précision, petites fentes, feuillures et petits assemblages dans le bois tendre, le bois dur et les panneaux dérivés du bois. Respecter les réglages et les consignes de sécurité de la machine.</p><p>&nbsp;</p><p>فريزة مستقيمة Bosch 2608628378 — قطر 5 مم — ساق 8 مم</p><p>&nbsp;</p><p>فريزة Bosch مستقيمة ذات سن واحد ومصنوعة من كربيد HM/TC، مخصصة لإنجاز الأخاديد الصغيرة والفتحات والحواف بدقة في الخشب والمواد المشتقة منه. تناسب أجهزة التفريز المحمولة، وآلات التفريز تحت الطاولة، وآلات CNC المزودة بساق أسطوانية 8 مم.</p><p>&nbsp;</p><p>المواصفات التقنية</p><p>• المرجع: 2 608 628 378 / 2608628378</p><p>• النوع: فريزة مستقيمة ذات سن واحد</p><p>• قطر القطع D: 5 مم</p><p>• طول القطع الفعال I: 12.7 مم</p><p>• الطول الإجمالي G: 51 مم</p><p>• قطر الساق S: 8 مم</p><p>• محمل التوجيه: بدون محمل</p><p>• التغليف: قطعة واحدة</p><p>&nbsp;</p><p>الاستخدامات</p><p>إنجاز الأخاديد الدقيقة والفتحات الصغيرة والحواف والوصلات في الخشب اللين والخشب الصلب والألواح الخشبية المشتقة. يرجى احترام إعدادات الآلة وتعليمات السلامة.</p></div>";;;https://cdn.converty.shop/images/41325ca144df55695b301d4072a52809d8d8eac7ceb2df5f439d559e2baee600_lg.webp
Fraise à rainurer en V Bosch 2608628406 — 60° — Queue 8 mm;BOSCH-2608628406;BOSCH;25.000;;1;"<div class=""ck-content""><p>Fraise à rainurer en V Bosch 2608628406 — 60° — Queue 8 mm</p><p>&nbsp;</p><p>DESCRIPTION — FRANÇAIS</p><p>&nbsp;</p><p>Fraise PRO Bosch à rainure en V à 60°, référence 2608628406, avec queue de 8 mm. Elle est conçue pour réaliser des rainures en V étroites et précises, des rainures décoratives fines, du lettrage et des chanfreins avec guide latéral dans le bois tendre, le bois dur et les panneaux dérivés du bois. Elle convient aux défonceuses compatibles avec une queue de 8 mm, portatives ou montées sur table.</p><p>&nbsp;</p><p>Caractéristiques techniques : référence Bosch 2608628406 ; type : fraise à rainure en V ; angle : 60° ; diamètre de coupe D : 11 mm ; longueur utile L : 13,7 mm ; longueur totale G : 45 mm ; diamètre de queue S : 8 mm ; sans roulement de guidage ; tranchants en carbure pour une coupe précise et durable.</p><p>&nbsp;</p><p>Conseil d’utilisation : vérifier la compatibilité de la défonceuse avec une queue de 8 mm, insérer la queue jusqu’à la profondeur minimale recommandée, fixer correctement la pièce et effectuer les passes avec une vitesse adaptée au matériau.</p><p>&nbsp;</p><p>الوصف — العربية</p><p>&nbsp;</p><p>ريشة تفريز Bosch ذات أخدود على شكل حرف V بزاوية 60 درجة — المرجع 2608628406 — ساق 8 مم</p><p>&nbsp;</p><p>ريشة PRO من Bosch بأخدود V بزاوية 60 درجة، تحمل المرجع 2608628406 ومجهزة بساق قطرها 8 مم. صُممت لإنجاز أخاديد V ضيقة ودقيقة، والأخاديد الزخرفية الرفيعة، والكتابة والشطف باستخدام دليل جانبي في الخشب اللين والخشب الصلب والألواح الخشبية المشتقة. تناسب أجهزة التفريز المتوافقة مع ساق 8 مم، سواء كانت محمولة أو مثبتة على الطاولة.</p><p>&nbsp;</p><p>المواصفات التقنية: المرجع Bosch 2608628406؛ النوع: ريشة تفريز بأخدود V؛ الزاوية: 60 درجة؛ قطر القطع D: 11 مم؛ الطول المفيد L: 13.7 مم؛ الطول الإجمالي G: 45 مم؛ قطر الساق S: 8 مم؛ بدون رولمان توجيه؛ قواطع من الكربيد للحصول على قطع دقيق ومتين.</p><p>&nbsp;</p><p>نصيحة الاستعمال: يجب التأكد من توافق ماكينة التفريز مع ساق 8 مم، وإدخال الساق إلى الحد الأدنى الموصى به، وتثبيت قطعة العمل جيداً، وتنفيذ التمريرات بسرعة مناسبة لنوع المادة.</p></div>";;;https://cdn.converty.shop/images/699d9831d1b485f689f728221f8f25af85126ff46749c8c1f63dcdf7e18cbf99_lg.webp
Fraise à rainurer en V Bosch 2608628447 — 90° — Queue 6 mm;BOSCH-2608628447;BOSCH;23.000;;1;"<div class=""ck-content""><p>Fraise à rainure en V Bosch 2608628447 — 90° — Queue 6 mm</p><p>&nbsp;</p><p>DESCRIPTION — FRANÇAIS</p><p>&nbsp;</p><p>Fraise PRO Bosch à rainure en V à 90°, référence 2608628447, avec queue de 6 mm. Elle est conçue pour réaliser des rainures en V précises dans le bois, des rainures décoratives fines, du lettrage et des chanfreins. Elle convient aux défonceuses compatibles avec une queue de 6 mm, portatives ou montées sur table.</p><p>&nbsp;</p><p>Caractéristiques techniques : référence Bosch 2608628447 ; type : fraise à rainure en V ; angle : 90° ; diamètre de queue S : 6 mm ; tranchants adaptés au travail du bois.</p><p>&nbsp;</p><p>Conseil d’utilisation : vérifier la compatibilité de la défonceuse avec une queue de 6 mm, insérer la queue jusqu’à la profondeur minimale recommandée, fixer correctement la pièce et effectuer les passes avec une vitesse adaptée au matériau.</p><p>&nbsp;</p><p>الوصف — العربية</p><p>&nbsp;</p><p>ريشة تفريز Bosch ذات أخدود على شكل حرف V بزاوية 90 درجة — المرجع 2608628447 — ساق 6 مم</p><p>&nbsp;</p><p>ريشة PRO من Bosch بأخدود V بزاوية 90 درجة، تحمل المرجع 2608628447 ومجهزة بساق قطرها 6 مم. صُممت لإنجاز أخاديد V دقيقة في الخشب، والأخاديد الزخرفية الرفيعة، والكتابة والشطف. تناسب أجهزة التفريز المتوافقة مع ساق 6 مم، سواء كانت محمولة أو مثبتة على الطاولة.</p><p>&nbsp;</p><p>المواصفات التقنية: المرجع Bosch 2608628447؛ النوع: ريشة تفريز بأخدود V؛ الزاوية: 90 درجة؛ قطر الساق S: 6 مم؛ قواطع مناسبة للعمل على الخشب.</p><p>&nbsp;</p><p>نصيحة الاستعمال: يجب التأكد من توافق ماكينة التفريز مع ساق 6 مم، وإدخال الساق إلى الحد الأدنى الموصى به، وتثبيت قطعة العمل جيداً، وتنفيذ التمريرات بسرعة مناسبة لنوع المادة.</p></div>";;;https://cdn.converty.shop/images/654c55306619e9351d7bc0d4f58898d65802e9b6446006bc95d130901441053b_lg.webp
Fraise à rainurer en V Bosch 2608628407 — 90° — Queue 8 mm;BOSCH-2608628407;BOSCH;29.500;;1;"<div class=""ck-content""><p>Fraise à rainure en V Bosch 2608628407 — 90° — Queue 8 mm</p><p>&nbsp;</p><p>DESCRIPTION — FRANÇAIS</p><p>&nbsp;</p><p>Fraise PRO Bosch à rainure en V à 90°, référence 2608628407, avec queue de 8 mm. Elle est conçue pour réaliser des rainures en V précises dans le bois, des rainures décoratives fines, du lettrage et des chanfreins. Elle convient aux défonceuses compatibles avec une queue de 8 mm, portatives ou montées sur table.</p><p>&nbsp;</p><p>Caractéristiques techniques : référence Bosch 2608628407 ; type : fraise à rainure en V ; angle : 90° ; diamètre de coupe D : 16 mm ; longueur utile L : 15,7 mm ; longueur totale G : 45 mm ; diamètre de queue S : 8 mm ; sans roulement de guidage ; tranchants en carbure pour une coupe précise et régulière.</p><p>&nbsp;</p><p>Conseil d’utilisation : vérifier la compatibilité de la défonceuse avec une queue de 8 mm, insérer la queue jusqu’à la profondeur minimale recommandée, fixer correctement la pièce et effectuer les passes avec une vitesse adaptée au matériau.</p><p>&nbsp;</p><p>الوصف — العربية</p><p>&nbsp;</p><p>ريشة تفريز Bosch ذات أخدود على شكل حرف V بزاوية 90 درجة — المرجع 2608628407 — ساق 8 مم</p><p>&nbsp;</p><p>ريشة PRO من Bosch بأخدود V بزاوية 90 درجة، تحمل المرجع 2608628407 ومجهزة بساق قطرها 8 مم. صُممت لإنجاز أخاديد V دقيقة في الخشب، والأخاديد الزخرفية الرفيعة، والكتابة والشطف. تناسب أجهزة التفريز المتوافقة مع ساق 8 مم، سواء كانت محمولة أو مثبتة على الطاولة.</p><p>&nbsp;</p><p>المواصفات التقنية: المرجع Bosch 2608628407؛ النوع: ريشة تفريز بأخدود V؛ الزاوية: 90 درجة؛ قطر القطع D: 16 مم؛ الطول المفيد L: 15.7 مم؛ الطول الإجمالي G: 45 مم؛ قطر الساق S: 8 مم؛ بدون رولمان توجيه؛ قواطع من الكربيد للحصول على قطع دقيق ومنتظم.</p><p>&nbsp;</p><p>نصيحة الاستعمال: يجب التأكد من توافق ماكينة التفريز مع ساق 8 مم، وإدخال الساق إلى الحد الأدنى الموصى به، وتثبيت قطعة العمل جيداً، وتنفيذ التمريرات بسرعة مناسبة لنوع المادة.</p></div>";;;https://cdn.converty.shop/images/33322a16fd89a51667f108dfe4ace80ff7555354dbf3d4802329388956fe7e11_lg.webp
Fraise à arrondir Bosch 2608628341 — R8 mm — Queue 8 mm;BOSCH-2608628341;BOSCH;35.500;;1;"<div class=""ck-content""><p>Fraise à arrondir Bosch 2608628341 — rayon R8 mm</p><p>&nbsp;</p><p>DESCRIPTION — FRANÇAIS</p><p>&nbsp;</p><p>Fraise de profilage Bosch avec roulement de guidage, conçue pour arrondir les chants et réaliser des profils décoratifs dans le bois tendre, le bois dur et les matériaux dérivés du bois. Elle convient aux travaux de menuiserie, d’agencement et de finition avec une défonceuse compatible avec une queue de 8 mm.</p><p>&nbsp;</p><p>Caractéristiques techniques : référence Bosch 2608628341 ; type : fraise à arrondir avec roulement à billes ; rayon de profilage R1 : 8 mm ; diamètre de coupe : 28,7 mm ; longueur utile / longueur de coupe : 15,2 mm ; longueur totale G : 53 mm ; diamètre de queue : 8 mm ; deux tranchants en carbure pour une coupe régulière et une bonne durabilité.</p><p>&nbsp;</p><p>Conseil d’utilisation : vérifier la compatibilité de la défonceuse et de la queue de 8 mm, fixer correctement la pièce et effectuer les passes avec des réglages adaptés au matériau et à la profondeur de travail.</p><p>&nbsp;</p><p>الوصف — العربية</p><p>&nbsp;</p><p>ريشة تدوير الحواف Bosch 2608628341 — نصف قطر R8 مم</p><p>&nbsp;</p><p>ريشة تشكيل من Bosch مزودة برولمان توجيه، مخصّصة لتدوير حواف الخشب وإنجاز تشكيلات زخرفية في الخشب اللين والخشب الصلب والمواد المشتقة من الخشب. تناسب أعمال النجارة والتجهيز والتشطيب مع ماكينة تفريز متوافقة مع ساق قطرها 8 مم.</p><p>&nbsp;</p><p>المواصفات التقنية: المرجع Bosch 2608628341؛ النوع: ريشة تدوير الحواف مع رولمان توجيه؛ نصف قطر التشكيل R1: 8 مم؛ قطر القطع: 28.7 مم؛ الطول المفيد / طول القطع: 15.2 مم؛ الطول الإجمالي G: 53 مم؛ قطر الساق: 8 مم؛ قاطعان من الكربيد للحصول على قطع منتظم ومتانة جيدة.</p><p>&nbsp;</p><p>نصيحة الاستعمال: يجب التأكد من توافق ماكينة التفريز مع ساق 8 مم، وتثبيت قطعة العمل جيداً، وتنفيذ التمريرات بإعدادات مناسبة لنوع المادة وعمق التشغيل.</p></div>";;;https://cdn.converty.shop/images/fc261464be2340f48a0b38876b32536c9a24b7c54e79e9dbb42f11ccf14afe3f_lg.webp
Fraise à arrondir Bosch 2608628343 — R12 mm — Queue 8 mm;BOSCH-2608628343;BOSCH;42.000;;1;"<div class=""ck-content""><p>Fraise à arrondir Bosch 2608628343 — rayon R12 mm</p><p>&nbsp;</p><p>DESCRIPTION — FRANÇAIS</p><p>&nbsp;</p><p>Fraise de profilage Bosch conçue pour arrondir les chants et réaliser des profils décoratifs dans le bois tendre, le bois dur et les matériaux dérivés du bois. Elle convient à une défonceuse compatible avec une queue de 8 mm.</p><p>&nbsp;</p><p>Caractéristiques techniques : référence Bosch 2608628343 ; type : fraise à arrondir ; rayon de profilage R1 : 12 mm ; diamètre de coupe : 36,7 mm ; longueur utile / longueur de coupe : environ 18,6 à 19 mm ; longueur totale G : 60 mm ; diamètre de queue : 8 mm ; tranchants en carbure pour une coupe régulière et une bonne durabilité.</p><p>&nbsp;</p><p>Conseil d’utilisation : vérifier la compatibilité de la défonceuse et de la queue de 8 mm, fixer correctement la pièce et effectuer les passes avec des réglages adaptés au matériau et à la profondeur de travail.</p><p>&nbsp;</p><p>الوصف — العربية</p><p>&nbsp;</p><p>ريشة تدوير الحواف Bosch 2608628343 — نصف قطر R12 مم</p><p>&nbsp;</p><p>ريشة تشكيل من Bosch مخصّصة لتدوير حواف الخشب وإنجاز تشكيلات زخرفية في الخشب اللين والخشب الصلب والمواد المشتقة من الخشب. تناسب ماكينة تفريز متوافقة مع ساق قطرها 8 مم.</p><p>&nbsp;</p><p>المواصفات التقنية: المرجع Bosch 2608628343؛ النوع: ريشة تدوير الحواف؛ نصف قطر التشكيل R1: 12 مم؛ قطر القطع: 36.7 مم؛ الطول المفيد / طول القطع: حوالي 18.6 إلى 19 مم؛ الطول الإجمالي G: 60 مم؛ قطر الساق: 8 مم؛ قواطع من الكربيد للحصول على قطع منتظم ومتانة جيدة.</p><p>&nbsp;</p><p>نصيحة الاستعمال: يجب التأكد من توافق ماكينة التفريز مع ساق 8 مم، وتثبيت قطعة العمل جيداً، وتنفيذ التمريرات بإعدادات مناسبة لنوع المادة وعمق التشغيل.</p></div>";;;https://cdn.converty.shop/images/d6c45405da474da7dd17b9e9ba1def7470f4635d1982c730c3a35f39d94a2871_lg.webp
Fraise à chanfreiner Bosch 2608628448 — 45° — Queue 6 mm;BOSCH-2608628448;BOSCH;28.500;;1;"<div class=""ck-content""><p>Fraise à chanfreiner Bosch 2608628448 — angle 45°</p><p>&nbsp;</p><p>DESCRIPTION — FRANÇAIS</p><p>&nbsp;</p><p>Fraise de profilage Bosch destinée à réaliser des chanfreins réguliers à 45° sur les chants et les arêtes du bois et des matériaux dérivés du bois. Elle convient aux travaux de menuiserie, d’agencement et de finition avec une défonceuse compatible avec une queue de 6 mm.</p><p>&nbsp;</p><p>Caractéristiques techniques : référence Bosch 2608628448 ; angle de coupe 45° ; diamètre de coupe D1 : 34,9 mm ; largeur de coupe B : 11,1 mm ; longueur de coupe / hauteur de travail : 14,7 mm ; longueur totale G : 56 mm ; diamètre de queue : 6 mm ; conception en carbure pour une coupe régulière dans le bois.</p><p>&nbsp;</p><p>Conseil d’utilisation : vérifier la compatibilité de la défonceuse, fixer correctement la pièce et travailler avec des réglages adaptés au matériau et à la profondeur de passe.</p><p>&nbsp;</p><p>الوصف — العربية</p><p>&nbsp;</p><p>ريشة تشطير Bosch 2608628448 — زاوية 45 درجة</p><p>&nbsp;</p><p>ريشة تشكيل من Bosch مخصّصة لإنجاز شطفات منتظمة بزاوية 45 درجة على حواف الخشب والمواد المشتقة منه. تناسب أعمال النجارة والتجهيز والتشطيب مع ماكينة تفريز متوافقة مع ساق قطرها 6 مم.</p><p>&nbsp;</p><p>المواصفات التقنية: المرجع Bosch 2608628448؛ زاوية القطع 45°؛ قطر القطع D1: 34.9 مم؛ عرض القطع B: 11.1 مم؛ طول القطع / ارتفاع العمل: 14.7 مم؛ الطول الإجمالي G: 56 مم؛ قطر الساق: 6 مم؛ تصميم من الكربيد للحصول على قطع منتظم في الخشب.</p><p>&nbsp;</p><p>نصيحة الاستعمال: يجب التأكد من توافق الريشة مع ماكينة التفريز، وتثبيت قطعة العمل جيداً، وضبط سرعة الدوران وعمق القطع حسب نوع المادة.</p></div>";;;https://cdn.converty.shop/images/4a39b0ab61019292b4b463fad801e712943758c62e22e5f7fd38c43d8df32e66_lg.webp
Disque pour scie de table ou scie circulaire portative — Bosch Eco for Wood 2608644407 — bois/MDF — 254 mm, 60 dents;BOSCH-2608644407;BOSCH;97.000;;1;"<h2>Lame de scie circulaire Bosch Eco for Wood — 254 mm, 60 dents</h2>
<p><strong>Référence exacte :</strong> Bosch Eco for Wood 2 608 644 407, également identifiée comme 2608644407. Lame circulaire à dents en carbure destinée à la coupe du bois et aux applications de sciage compatibles.</p>
<p><strong>Caractéristiques visibles et confirmées :</strong> diamètre 254 mm, 60 dents, largeur de coupe environ 3,0 mm, corps environ 2,0 mm, alésage 30 mm avec bague de réduction à 25,4 mm selon la configuration, et vitesse maximale visible de 6 000 tr/min.</p>
<p><strong>Type de machine :</strong> lame pour scie circulaire, notamment scie de table ou scie portative compatible. Elle n’est pas une fraise de toupie et ce n’est pas un inciseur de scie à panneaux. Vérifier impérativement le diamètre, l’alésage, la bague utilisée, la fixation, la vitesse et la notice de la machine avant montage.</p>
<p><strong>Applications :</strong> bois tendre, bois dur, contreplaqué, MDF et autres matériaux bois compatibles lorsque la machine et les réglages le permettent. Les dents affûtées sont conçues pour favoriser une coupe régulière dans le bois.</p>
<p><strong>Vente :</strong> 1 lame.</p>
<hr><h3>التفاصيل بالعربية</h3><div dir=""rtl"" lang=""ar""><p><strong>شفرة منشار دائرية Bosch Eco for Wood — قطر 254 مم، 60 سناً</strong></p><p><strong>المرجع الدقيق:</strong> Bosch Eco for Wood 2 608 644 407، والمعروف أيضاً بالرمز 2608644407. شفرة دائرية بأسنان من الكربيد مخصصة لقطع الخشب وتطبيقات النشر المتوافقة.</p><p><strong>المواصفات الظاهرة والمؤكدة:</strong> القطر 254 مم، 60 سناً، عرض القطع حوالي 3.0 مم، سمك الجسم حوالي 2.0 مم، فتحة داخلية 30 مم مع إمكانية استعمال حلقة تخفيض إلى 25.4 مم حسب الإعداد، والسرعة القصوى الظاهرة 6000 دورة في الدقيقة.</p><p><strong>نوع الماكينة:</strong> شفرة لمنشار دائري، وخاصة منشار الطاولة أو المنشار المحمول المتوافق. ليست فرازة توبية وليست شفرة تشطيب/شق خاصة بمنشار الألواح. يجب التأكد قبل التركيب من القطر والفتحة وحلقة التخفيض المستعملة والتثبيت والسرعة وتعليمات الماكينة.</p><p><strong>الاستخدامات:</strong> الخشب اللين والخشب الصلب والخشب الرقائقي وMDF والمواد الخشبية المتوافقة عندما تسمح الماكينة والإعدادات بذلك. صُممت الأسنان المشحوذة للمساعدة على الحصول على قطع منتظم في الخشب.</p><p><strong>البيع:</strong> شفرة واحدة.</p></div>";;;https://cdn.converty.shop/images/4441bb6afc1fa207c85b0d5d6992f69fdc14f94791e9d6959530e918515b84c4_lg.webp
Disque pour scie circulaire portative — Bosch Optiline Wood 2608640886 — bois/MDF — 235 mm, 40 dents;BOSCH-2608640886;BOSCH;75.000;;1;"<h2>Lame de scie circulaire Bosch Optiline Wood — 235 mm, 40 dents</h2>
<p><strong>Référence exacte :</strong> Bosch Optiline Wood 2 608 640 886, également identifiée comme 2608640886. Lame circulaire à dents en carbure destinée à la coupe du bois et aux applications de sciage compatibles.</p>
<p><strong>Caractéristiques visibles et vérifiées :</strong> diamètre 235 mm, 40 dents, alésage nominal 25 mm avec bagues/réductions indiquées 20 mm, 16 mm et 15,8 mm selon la configuration, voie de coupe environ 2,5 mm, corps environ 1,8 mm et vitesse maximale visible de 6 500 tr/min.</p>
<p><strong>Type de machine :</strong> lame pour scie circulaire, notamment scie portative ou autre scie circulaire compatible. Elle n’est pas une fraise de toupie et ce n’est pas un inciseur de scie à panneaux. Vérifier impérativement le diamètre, l’alésage, la bague utilisée, la fixation, la vitesse et la notice de la machine avant montage.</p>
<p><strong>Applications :</strong> bois tendre, bois dur, contreplaqué, MDF stratifié, panneaux de particules et autres matériaux bois compatibles lorsque la machine et les réglages le permettent. Les dents affûtées en carbure favorisent une coupe propre et régulière.</p>
<p><strong>Vente :</strong> 1 lame.</p>
<hr><h3>التفاصيل بالعربية</h3><div dir=""rtl"" lang=""ar""><p><strong>شفرة منشار دائرية Bosch Optiline Wood — قطر 235 مم، 40 سناً</strong></p><p><strong>المرجع الدقيق:</strong> Bosch Optiline Wood 2 608 640 886، والمعروف أيضاً بالرمز 2608640886. شفرة دائرية بأسنان من الكربيد مخصصة لقطع الخشب وتطبيقات النشر المتوافقة.</p><p><strong>المواصفات الظاهرة والمتحقق منها:</strong> القطر 235 مم، 40 سناً، فتحة داخلية اسمية 25 مم مع حلقات/تخفيضات موضحة بمقاسات 20 مم و16 مم و15.8 مم حسب الإعداد، عرض القطع حوالي 2.5 مم، سمك الجسم حوالي 1.8 مم، والسرعة القصوى الظاهرة 6500 دورة في الدقيقة.</p><p><strong>نوع الماكينة:</strong> شفرة لمنشار دائري، وخاصة المنشار المحمول أو أي منشار دائري متوافق. ليست فرازة توبية وليست شفرة تشطيب/شق خاصة بمنشار الألواح. يجب التأكد قبل التركيب من القطر والفتحة وحلقة التخفيض المستعملة والتثبيت والسرعة وتعليمات الماكينة.</p><p><strong>الاستخدامات:</strong> الخشب اللين والخشب الصلب والخشب الرقائقي وMDF المغطى وألواح الجسيمات والمواد الخشبية المتوافقة عندما تسمح الماكينة والإعدادات بذلك. تساعد أسنان الكربيد المشحوذة على الحصول على قطع نظيف ومنتظم.</p><p><strong>البيع:</strong> شفرة واحدة.</p></div>";;;https://cdn.converty.shop/images/83b2e20fa2edd9c81dc6b8b4ad9deb17623ea09ffd501ed073490ba946d708d9_lg.webp
